"グループ名","名字","名前","名字読み","名前読み","TwitterID","TwitterName","フォロワー数","ツイート数","認証","非公開","id","Twitterプロフィール","ツイート履歴"
"GREAT MONKEYS","","カエデチャン","","かえでちゃん","kaede_gremon","カエデチャン","873","2904","","","1282653323930165249","(@gremon_info)インナーカラー 2代目チャン ねこ 睡眠 166cm カエチャマンとも言う https://t.co/hZZ3t0SEOF",""
"GREAT MONKEYS","","ソイマル","","そいまる","soy_gremon","ソイマル","1201","3668","","","1370730317967814656","@gremon_info 早寝早起き牛乳女🥛 鶏肉とバンドが好き　最近海外ドラマにハマっています オレンジペンラ嬉しい！🟠",""
"GREAT MONKEYS","","ムイコジャパン","","むいこじゃぱん","muiko_gremon","ムイコジャパン🇯🇵","408","1385","","","1474641373571993601","GREAT MONKEYS ( @gremon_info) ムイコジャパンです🇯🇵 #ムイコのジャパン代表への道 #おはムイ #おやムイ ONLYFIVE↓",""
"GREAT MONKEYS","","ユニイチバン","","ゆにいちばん","yuni_gremon","ユニイチバン","256","177","","","1509427735780724736","🌐☁️ @gremon_info 🧊🩹 /映画、小説、ゲーム/青色のペンライト振ってくれると嬉しいな",""
"GTRA","日向","まお","ひなた","まお","hinata_mao__","日向まお","4159","1411","","","1300733488803377157","19 @GTRA_official ︎︎ ︎︎いんすたhttps://t.co/XyaqFmBxTu",""
"GTRA","最上","みお","もがみ","みお","mogami_mio","最上みお🕊GTRA","2817","525","","","1411979185438949377","ユニバーサルキャスト所属【 ＠GTRA_official 】 オンファイ【https://t.co/RBji0YjbKg】 白色担当です🤍",""
"GTRA","渡辺","ふぅ","わたなべ","ふぅ","Pu_taroo__","渡辺 ふぅ","301","466","","","1476433536471416837","@GTRA_official #泣かないでふぅちゃん",""
"GTRA","桜木","のあ","さくらぎ","のあ","sakunoa_bloom","桜木 のあ🌸7/4㈪20:00-21:00 17ライブ配信","1930","528","","","995873795209543680","🌸 @GTRA_officialのピンク 🌸 福岡出身の156㌢ 🌸 毎日21:00/28日はカレンダーオンファイ(https://t.co/ooFs7MjOfj) ﾁｪｷﾀｸﾞ⇨ #我らがのあちゃん",""
"gurumaid=tiara/ぐるティア","棗","れな","なつめ","れな","gurumeidorena","棗 れな🐬💄▶黒髪ロング 青色の人","1471","24174","","","2513778674","🚩愛知  ❝ @gurumeido ❞  2.5期生  青  【なつめいと🐬💄】        ✶ 基本ｵﾀｸ ✶ ｶﾗｱｹﾞﾆｽﾄ ✶ ﾎﾟｹﾓﾝﾏｽﾀｰ ✶ やしの実FM木曜朝のお姉さん  ✖DM✖ TIF2021出演",""
"gurumaid=tiara/ぐるティア","夜神","れん","やがみ","れん","gurumeidoren","夜神れん 🦋☪️ ↻ 175センチリーダー","786","3156","","","1310508565086437379","◤愛知県を拠点に活動する【ぐるティア】 8期生”紫色担当”武士センター兼3代目リーダー”ギター”175㌢”◤DM🙅運営管理です。リプ１回まで🦋 ◤ファンマ 【🦋☪️】名称 夜会 ◤TIF2021出場",""
"gurumaid=tiara/ぐるティア","西園寺","るか","さいおんじ","るか","gurumeidoruka","西園寺るか💎🥀✦6/26　浜松ソラモ","500","2956","","","1310512664175550465","▽愛知県で活動する【ぐるティア】西園寺るか 7期生💎水色担当💎19歳▽アニメ寄りのオタク▽イラスト制作▽性別不明の王子目指してます ▽DM✖運営管理▽もう一人の私→@guruVruka▽ファンマ💎🥀▽ファンネ🥀るかのP(プリンセス)🥀",""
"gurumaid=tiara/ぐるティア","渡辺","ろみ","わたなべ","ろみ","gurumeidoromi","渡辺ろみ☀️🍑","1815","12398","","","828285329215885312","愛知、浜松を拠点に活動するぐるティア/しゃるぷり総監督 黒色担当🖤1期生！想いの襷を繋ぎ続けます。DM🙅笑顔の連鎖が起こせる人間になります。 #渡辺牧場 #ろみこん 毎週水曜日 #山田食堂 しゃるぷり🔮ぐるティア👑Sakurasaison🌸プロデュースしてます🌱",""
"HappinessDreamer","","ゆにりん","","ゆにりん","Yuni_sakura39","ゆにりん🧸@ハピドリ","216","564","","","1167533388569313280","Happiness Dreamer ▶︎▷▶︎ @hapidori3 ラブピンク担当💗 #ハピドリ #アイドル #推し活 #KPOP 6月10日Thank you!!! 🌈 🩰🎤🧸🤟🦋🐯",""
"HappinessDreamer","","あおたむ","","あおたむ","aotamu_x","あおたむ@ハピドリ","66","92","","","1458127321127600129","夢のスカイブルー担当🦋💙気軽に「たむ」って呼んでね😘シナモン大好き😍 #アイドル #サンリオ #シナモン HappinessDreamer▷▶︎▷ @hapidori3 6月10日初ライブありがとう💙",""
"HappinessDreamer","","希来","","きら","Kira_hapidori","希来＠ハピドリ","157","208","","","1523858838134218752","Happiness Dreamer【@hapidori3】/ 希望のライトイエロー担当🌟 / 初ライブ皆に楽しんでもらって良いスタート切りたいな✨⏩6/10 初ライブin 新宿SUNFACE",""
"Happink Lip Makeup","東雲","あん","しののめ","あん","HLM_an","東雲あん🐰🎀生誕祭ありがとう💓","1280","2208","","","1253688249958072325","🎀Happink Lip Makeup🎀 @HappinkLip #しののめをおすすめ︱はぴりぷいちの猫系女子🐈︱リプ返出来ないけど全部読んでます♡︱ライブ→https://t.co/tBhh3CIygX ︱tiktok→https://t.co/sZvVFrDOgK",""
"Happink Lip Makeup","佐々木","優花","ささき","ゆうか","HLM_yuuka","佐々木 優花(ゆうちゃん)","2114","18115","","","1281855610183512064","CDCプロダクション💄Happink Lip Makeup💄@HappinkLip (#はぴりぷ) SHOWROOM毎日配信📣💓 #はぴりぷコール動画 作ってるよ✍✨かまってちゃんなみんなの妹！パリスピンク担当🎀グループ1小さい🍼主食ははちみつ🍯 #佐々木優花 #ゆうかちゃかわいい",""
"Happink Lip Makeup","佐竹","風香","さたけ","ふうか","HLM_fuka","佐竹風香(ふうちゃん)︎︎🌸はぴりぷ","1391","4780","","","1332977779747430401","💄 @HappinkLip #はぴりぷ 💋｜さくらピンク担当🌸｜まんまるフェイスはみんなの太陽☀️｜丸顔｜ポニーテール｜ネコ目｜元アパレル副店長 ｜インスタTikTokも毎日投稿中！SHOWROOMはこれ→https://t.co/eeIlhDp2k3",""
"Happink Lip Makeup","逢原","ななみ","あいはら","ななみ","HLM_nanami","逢原ななみ🐱ななみん(ポンコツちゃん)","815","2617","","","1366046131872878592","💄HappinkLipMakeup💋@HappinkLip#はぴりぷ のコーラルピンク担当🐱1日1回ミスります！支えてくれる人大募集～ ポンコツ系アイドル、ななみんです✨ オムライスとメロンソーダが好き💖 基本リプ返信できないけどちゃんと見てるよ💕 #ななみん語録 #ななみんを推してみん",""
"Happink Lip Makeup","桐谷","まゆ","きりたに","まゆ","HLM_mayu","桐谷まゆ 7/6初生誕祭💍","1193","2884","","","1414480121268871168","7/6アオハリウム東京で初の生誕祭開催決定𓂃🎀𓈒𓏸 @HappinkLip Instagram⇒https://t.co/vq5jJvMGjZ tiktok⇒https://t.co/rBm6FHq9ry SHOWROOM毎日配信してます！あざとい小悪魔⸜❤︎⸝‍",""
"Happink Lip Makeup","姫川","さやね","ひめかわ","さやね","HLM_sayane","姫川さやね (ねたん)","4561","11250","","","888568356416049156","「Happink Lip Makeup」 略して（はぴりぷ)のストロベリーピンク担当🍓 甘えん坊のお姫様👸 💕20歳。極度の方向音痴😣@HappinkLip",""
"Happy ParadiSe","綾瀬","める","あやせ","める","ays_mel","綾瀬める【 HappyParadiSe 】","1054","984","","","1132541607461281792","@HappyParadiSe_4 : 紫⌇ @cafe_kyururu_n ☕⌇18歳 148cm ⌇ Fancy music Records所属 ⌇会える日 ▶︎ #ハピパラライブ告知 #めるのお給仕予定 ⌇",""
"Happy ParadiSe","百々瀬","まりか","ももせ","まりか","marika__kl","百々瀬 まりか🐰HappyParadiSe","1721","1837","","","1277177854145355776","@HappyParadiSe_4 🎀ぴんく色担当のお利口さん🎀￤おえかきすきです₍ᐢ.ˬ.ᐢ₎♡￤FancyMusicRecords(@records_fancy)所属",""
"Happy ParadiSe","渚","すず","なぎさ","すず","suzu_nagisa0616","渚 すず໒꒱⋆ﾟ@Happy ParadiSe","382","2948","","","1399381995671543812","Happy ParadiSe【@HappyParadiSe_4】の水色担当💎💙/ ぽんこつです / アイドル兼おたく!! / 坂口渚沙ちゃんと大盛真歩ちゃんとめりりちゃんが好きです♡♡ / 最後の晩餐は絶対ほっけ!! / エゴサしてる▶︎#推すず推し",""
"HAPPY少女♪","藤本","やよい","ふじもと","やよい","happygirls_yayo","藤本やよい HAPPY少女♪","2708","8266","","","4864573998","ライブプロ所属 HAPPY少女♪オレンジ担当リーダーやよたんです！今年からプロデューサー兼任してます #やよP 🌼 毎週月曜25時AIR-G′にて『わくわくLPランド』放送中🌼#しゃべるよやよたん🌼TikTokでやよたんワールド全開https://t.co/CSd97XfROo",""
"HAPPY少女♪","新谷","亜由美","しんたに","あゆみ","happygirls_ayu","新谷亜由美 HAPPY少女♪","3383","9888","","","4864683361","北海道を拠点に活動しているHAPPY少女♪（@happy_3rd）の緑担当🍀サブリーダーです！",""
"HAPPY少女♪","鳴海","れいか","なるみ","れいか","happygirls_reik","鳴海れいか HAPPY少女♪","2120","4114","","","1101450871982809088","(@happy_3rd)はぴじょきいろ☺︎たまゆらGirlsです♨️平成10年生まれのとらどしです🐯",""
"HAPPY少女♪","麦谷","ここあ","むぎや","ここあ","happygirls_coco","麦谷ここあ HAPPY少女♪","1020","1409","","","1239593840924737538","",""
"HAPPY少女♪","松永","りお","まつなが","りお","happygirls_rio","松永りお HAPPY少女♪","1390","1194","","","1365513598257176578","(@happy_3rd )の紫担当 💟🫧 7/3(日) #近代麻雀水着祭2022",""
"HAPPY少女♪","孫田","ちひろ","まごた","ちひろ","happygirls_chih","孫田ちひろ HAPPY少女♪","1610","2561","","","1365522412448534528","❤️‍🔥7月3日 #近代麻雀水着祭2022 ❤️‍🔥 #孫田かわちー",""
"hareli","","メモリ","","めもり","Memory_hareli","メモリ＠hareli","144","283","","","1482534441159634950","'hareli'の'メモリ'レッド担当🎈🍓🌹🎸🍎🐙🍒@hareli_jp❤️音楽が好キ #メモリナウプレ #めもりめもりー",""
"hareli","","レイ","","れい","Rei_hareli","レイ＠hareli","82","350","","","1482536990080143360","グリーーーン👒🦖🍃🍀💚☘️🎄🍏",""
"hareli","","ユーキ","","ゆーき","Yu_ki_hareli","ユーキ＠hareli","96","361","","","1482538389979099136","2022年2月21日デビュー( @hareli_jp ) のブルー担当水タイプ💧 ！小さいボブの子です^^ hareli公式showroom高頻度で配信中🐟 お米/ゲーム/睡眠/アニメ/アイドル",""
"Harley Queen","北川","らん","きたがわ","らん","Harley_Ran","北川らん 🐝 Harley Queen","393","1269","","","1346836621170098176","🥀 Harley Queen【 @Harley_Queen_3 】 リーダー / 紫担当 / ダンスと野球と釣りが好き❤️‍🔥関ケ原唄姫合戦2022予選挑戦中❤️‍🔥",""
"Harley Queen","篠原","柚","しのはら","ゆず","Harley_yuzu","篠原柚♥Harley Queen","416","648","","","1401133891910467586","Harley Queen(@Harley_Queen_3) ぴんくいろ🎀",""
"Harley Queen","伊藤","菜乃花","いとう","ななか","Harley_nanoka","伊藤菜乃花🍼🌼Harley Queen","300","937","","","1425436305941360640","Harley Queen(@Harley_Queen_3) 黄色💛🌻🌼🚸🍯🌟🍼🫠⚠️まんまるお顔の148cm。カービィがｽｷ！！🔥🔥関ヶ原歌姫合戦予戦会挑戦中🔥🔥",""
"HelloYouth","大葉","みらい","おおば","みらい","ooba_mirai","大葉みらい@HelloYouth 7月30日31日4周年記念ライブ福岡DRUM LOGOS開催！","3403","3301","","","1028624702523072512","おかしすきすき星人🍭福岡🫧17歳🤍#ハローユース 将来の夢はお金持ち！養ってくれる人募集中",""
"HelloYouth","大島","向葵","おおしま","あおい","ooshima_aoi0729","大島向葵@HelloYouth @7月30日31日4周年記念ライブ福岡DRUM LOGOS開催！","3796","5864","","","1028624879342379008","「#HelloYouth #ハローユース 」📺KBC九州朝日放送毎週(金)00:50〜『#タグるヨル』https://t.co/g8lCwwKsq0",""
"HelloYouth","平松","聖菜","ひらまつ","せいな","hiramatu_seina","平松聖菜@HelloYouth 2022年アルバム発売！","2933","4059","","","1028624979120685057","HelloYouth(@HelloYouth_2018) 長崎県出身🌳ツイート見てるけどいいねするの遅いです。お風呂と整理整頓苦手😵‍💫",""
"HelloYouth","花城","玲奈","はなしろ","れいな","hanashiro_reina","花城玲奈@7月30日31日4周年記念ライブ福岡DRUM LOGOS開催！","2167","3804","","","1028625087715368960","長崎県出身 元陸上部🏃‍♂️100mのベストは12秒5です。インスタは自炊記録など🐰 https://t.co/jIwV0vy5Km #HelloYouth",""
"HelloYouth","藤咲","まりな","ふじさき","まりな","fujisaki_marina","藤咲まりな@7月30日31日4周年記念ライブ福岡DRUM LOGOS開催！","2752","4583","","","1028678992625160192","HelloYouth(@HelloYouth_2018) / 佐賀県出身 🌳 /Instagram➼ https://t.co/9cyhFZia1N",""
"Hey!Mommy!","原","明日香","はら","あすか","asuka_heymommy","原明日香@Hey!Mommy!","1119","8978","","","1029439319046385664","💚@heymommy123 あすか氏 #コエニッキ / #ヘイマミー /TikTok▶️https://t.co/YcdRWS4Oaa /Instagram▶https://t.co/m8JTV7Or55 /DMは事務所管理です❕7/27ヘイマミ夏まつり👘🍧",""
"Hey!Mommy!","延松","舞佳","のべまつ","まいか","maika_heymommy","延松舞佳@Hey!Mommy!","1849","16775","","","1289805824647262210","【@heymommy123】高校3年生17歳のべまつまいか #いかいかまいかてん🦑7/27(水)へいまみなつまつり🎐Instagram⏩https://t.co/hhfNjRtpHS DMは事務所管理です❕",""
"Hey!Mommy!","佐々木","ひまわり","ささき","ひまわり","hima_heymommy","佐々木ひまわり@Hey!Mommy!","1540","8272","","","1356073069941428231","【@heymommy123】鳥取県出身/アイドルと海水魚がすき🐠#ひまわりお魚記録🐠 /リプ返企画 #まいにちヘイマミ 金曜日担当/ #ひまこといっしょ / インスタ⏩https://t.co/lrnYhqEv2l / DMは事務所管理です❕ #ヘイマミー",""
"Hey!Mommy!","今丘","葉月","いまおか","はづき","hazuki_heymommy","今丘葉月@Hey!Mommy!","1490","5635","","","1356154168864428035","🤍@heymommy123🤍#まいにちヘイマミ 月曜日担当🕊【フォロワー1500人目標】7/27(水)へいまみ夏まつり👘インスタ https://t.co/VQdxriVUMv /DMは事務所管理です！",""
"Hey!Mommy!","平松","栞奈","ひらまつ","かんな","kanna_heymommy","平松栞奈@Hey!Mommy!","1175","4020","","","1356217159832141825","【@heymommy123】の最年少15歳 2006/11/13 静岡県出身🍵 #かんなだかんな フォロワー5000人目標❣️7/27(水)へいまみなつまつり開催👘🎆DMは事務所管理です。ミクチャ⇒ https://t.co/iy1JKlRtfR",""
"Hey!Mommy!","作島","藍","さくしま","あい","ai_heymommy","作島藍@Hey!Mommy!","1016","4447","","","1359513068678520832","【＠heymommy123】作島 藍(ｻｸｼﾏ ｱｲ)| #まいにちヘイマミ 水曜日 | 歌うことが好き☺︎＃藍のうた| Kyoto⛩| | DMは事務所管理です! ＃ヘイマミー",""
"Hey!Mommy!","秋元","悠里","あきもと","ゆうり","yuuri_heymommy","秋元悠里@Hey!Mommy!","1631","6822","","","833292963052560384","🎀@heymommy123🎀 #ミスヤングアニマル2022 参加中/アニメ メイクが好き/ヘイマミーのぷりぷりぷりてぃー🐰♡/TikTok→https://t.co/dMXAs80D4sインスタ→https://t.co/4dwbX9KVeK",""
"HIGH SPIRITS","一宮","麻由加","いちみや","まゆか","ichimiya_HS","一宮麻由加⚡HIGH SPIRITS","8834","43933","","","1463942065","ハイスピ(@HiSp_info)❤️‍🔥リーダー赤担当❤️‍🔥/1曲目で前髪バーコードなる人/全力ダンス/Instagram→mayuka_hs",""
"HIGH SPIRITS","有栖","なな","ありす","なな","arisu_HS","有栖なな⚡️HIGH SPIRITS","1525","1036","","","1381881236457541632","〈 @HiSp_info 〉新メンバー 白色担当⛄️ 最年少 19歳です",""
"HIGH SPIRITS","椎名","栞","しいな","しおり","shiori_HS","椎名栞⚡️HIGH SPIRITS","1807","9119","","","1383007531677536265","@HiSp_info 新メンバー 黄色担当 🐶🍯💛/ ちゃむ/ピカピカのアイドル1年生👧🏻📛🎒/ラーメン大好きマン #勝たんしかちゃむちゃむ",""
"HIGH SPIRITS","葉月","沙耶","はづき","さやか","Sayapon_HS","葉月沙耶⚡HIGHSPIRITS","17448","90457","","","701420170703540224","@HiSp_info 💚緑担当💚 さやぽんです🧸🏰💭💖 最高の夏にしようね🌈",""
"HIGH SPIRITS","林","真由","はやし","まゆ","mayu__HS","林真由⚡️HIGH SPIRITS","5017","26896","","","740820466475147265","💜🖤@HiSp_info 🖤💜の紫🍆愛知🚗ビール🍺お酒🍶の人👼🏻5/20 EXシアターワンマン本当にありがとうございました！",""
"HIGH SPIRITS","石井","もえ","いしい","もえ","moe__HS","石井もえ⚡️ HIGHSPIRITS","6279","28670","","","800207798143324160","オレンジ色担当🧡《@HiSp_info 》HIGHSPIRITS",""
"HIGH SPIRITS","丸山","ほのか","まるやま","ほのか","honoka__HS","丸山ほのか⚡","9267","9602","","","838383608725282817","୨୧ ハイスピ の水色🦋 @HiSp_info ୨୧ .セクシー担当 #まるるに恋してみないか",""
"HIGH SPIRITS","岩下","美友","いわした","みゆ","miyu__HS","岩下美友⚡️HIGHSPIRITS","4477","13356","","","995654794235662338","@HiSp_info HIGHSPIRITS青色担当みゆゆん🐰💙アイドルオタクアイドル！癒しぱわー💌見つけてくれてありがとう♡",""
"HINAGIKU","ハナゾノ","兎リ","はなぞの","うり","uri_hinagiku","ハナゾノ兎リ🐇💛","11389","7510","","","193692684","東京/ジェンダーレス♂/アイドル @hinagiku_idol /コンカフェ @s_babyswan/ サブ垢@hanazono_uri /🔞はファンティア",""
"HINAGIKU","招癸","鈴袮","まねき","すずね","maneki_hinagiku","招癸鈴袮","417","843","","","1413766936031158273","ﾏﾈｷｽｽﾞﾈ HINAGIKU. @hinagiku_idol つくも色 🤍🍮Instagram▶️ https://t.co/onSjIszIYs",""
"HINAGIKU","","あんびーべいびー","","あんびーべいびー","baby_hinagiku","あんびーべいびー👶🏼💎","290","199","","","1414839836079394823","HINAGIKU.@hinagiku_idol 💙クレヨンブルー担当💙 いんすたぐらむ☞https://t.co/Sh7Hj8scHQ",""
"HINAGIKU","","みや子","","みやこ","miyako_hinagiku","みや子@HINAGIKU.","1643","688","","","1422511083965665280","HINAGIKU.(@hinagiku_idol)日の丸レッド🎌相互(@strongmiyako)ｲﾝｽﾀｸﾞﾗﾑhttps://t.co/tQqCbY7T1lｻﾌﾞｽｸhttps://t.co/bMEZ8dTeUj",""
"HINAGIKU","","雹華","","ひょうか","hyoka_hinagiku","HINAGIKU. 雹華","406","163","","","1422898897567969286","HINAGIKU. @hinagiku_idol のハイソパープル https://t.co/1Zw47OHfSB",""
"Hiwillow","","芽唯","","めい","mei_Hiwillow","芽唯(Hiwillow)","530","1545","","","1209754581728579585","ガールズユニット【Hiwillow】の紫担当😈高校1年生15歳の芽唯(めい)です!!趣味⇢TikTok/ダンス/歌🎤8/10にMV付き2ndシングル発売決定💿(更新&DMは事務所管理です)",""
"Hiwillow","","月奈","","るな","runa_Hiwillow","月奈(Hiwillow)","401","1142","","","1209755424565547009","ガールズユニット【Hiwillow】の月奈です🌙✨14歳✨メンバーカラーは黄色です✨神社やお寺めぐり、御朱印を頂くことが大好きです😆💕 (未成年のため更新、DMは事務所管理です)",""
"Hiwillow","","梨紗","","りさ","risa_Hiwillow","梨紗(Hiwillow)","1350","2409","","","1209756288202100741","ガールズユニット【Hiwillow】のピンク担当💗梨紗です✨高校1年生 15歳❣️ディズニープリンセスのジャスミンが大好き🧞‍♂️💙👑卵焼き作りにハマり中𓈒𓐍🍳𓏸𓈒8/10にMV付きシングル・冬に1stアルバム発売です！！ 是非フォローお願いしますっ♡ (更新&DMは事務所管理です)",""
"Hiwillow","","香穂","","かほ","kaho_Hiwillow","香穂(Hiwillow)","317","762","","","1423442513340235778","ガールズユニット【Hiwillow】の白色担当🤍香穂です！果物が大好きでメイクや洋服も大好きです❣️8/10MV付き2ndシングル・冬に1stアルバム発売です💕💗 (Twitter、DMは事務所管理です)",""
"Hiwillow","","アイニー","","あいにー","aini_Hiwillow","アイニー(Hiwillow)","224","626","","","1423447305223475203","インドネシアと日本のダブル🇮🇩🇯🇵✨ガールズユニット【Hiwillow】の緑担当💚中学1年生12歳のアイニーです！✨💖グミが大好きで、 最近は少しギャルキャラ(？)🤣 (未成年のため更新、DM事務所管理です)",""
"Hiyorna","新","りく","あらた","りく","riku_hiyorna","新りく【Hiyorna】","2107","1196","","","1116386955422388225","@hiyorna_idol 引きこもりゲーマー君の味方",""
"Hiyorna","心守","くむり","こもる","くむり","kumuri_hiyorna","心守くむり【Hiyorna】","589","2681","","","1238367668081586176","@hiyorna_idol （こもる くむり）",""
"Hiyorna","日向","いぶ","ひなた","いぶ","ibu_hiyorna","日向いぶ【Hiyorna】","1344","1900","","","1327855091940872198","@hiyorna_idol 水色🧊 7/12無銭新曲披露^_^",""
"Hiyorna","川瀬","ひとか","かわせ","ひとか","hitoka_hiyorna","川瀬ひとか【Hiyorna】","541","1535","","","1479791536850505730","@hiyorna_idol",""
"Hiyorna","熊代","まり","くましろ","まり","mari_hiyorna","熊代まり【Hiyorna】","498","3425","","","1479791897472532483","@hiyorna_idol 黄色🍮🧸🐺",""
"Hiyorna","愛姫","るの","えひめ","るの","runo_hiyorna","愛姫るの【Hiyorna】","574","556","","","1479797376202452997","@hiyorna_idol 画質が悪いです👶🏻",""
"Hiyorna","機械","ねこ汰","きかい","ねこた","nekota_hiyorna","機械 ねこ汰【Hiyorna】","543","1072","","","1480161104471146501","@hiyorna_idol 猫汰☆魔法少女倶楽部 定員猫汰",""
"HO6LA","","クスノキロア","","くすのきろあ","_roakusunoki6","クスノキロア","190162","50830","","","1073285503","@HO6LA_info の緑色",""
"HO6LA","","笑瑠","","えみる","emiru_emr","笑瑠","7840","79","","","3238715990","@HO6LA_info",""
"HO6LA","","わんにゃんサーキットDX！","","わんにゃんさーきっとでらっくす","wannyan_DX","わんにゃんサーキットDX！","7063","159","","","1103641533901762560","@HO6LA_info 白　ライブが好きです！",""
"HO6LA","八光","うみ","はちみつ","うみ","832__chan","八光うみ","7809","669","","","1388478998582161411","@HO6LA_info 黄色",""
"HO6LA","","わずらい","","わずらい","utopi_a__","わずらい","5165","80","","","1426535618952138757","@HO6LA_info",""
"HO6LA","","パンルナリーフィ","","ぱんるなりーふぃ","pan_pa__pan","パンルナリーフィ","68793","14749","","","849848887812603904","@HO6LA_info ガチマヂファイヤー水色💎Instagram: https://t.co/KDNVAkyQMk",""
"HOT DOG CAT","鈴本","りん","すずもと","りん","Rin_Suzumoto","鈴本りん(HOT DOG CAT)","3056","7807","","","1026783101286940672","☁️𓂃 𓈒𓏸 @HOTDOGCAT_info 𓏸𓈒𓂃☁️青色担当/千葉県出身/黒髪ショート/164cm/24歳/まいにちおすしたべたくなるTikTokはこちらhttps://t.co/5tnJ2nmju7 /6月26日近代麻雀水着祭♡推したらきっとHappy♡自分らしくマイペース♡",""
"HOT DOG CAT","東條","紬","とうじょう","むぎ","mugi___cha__","東條紬🐼🐼【HOT DOG CAT】","2348","5605","","","1068505204486635520","@HOTDOGCAT_info の紫😈青森県出身/金髪ピアス/アニメ,漫画,ゲーム,コスプレ/デジモン/RAP,笛,ビブラスラップ担当/話すとよく懐きます。全国ツアー中‼️6月7日3rdシングルリリース💿 次回、『来年は25000歳になるのだ👿』お楽しみに💕",""
"HOT DOG CAT","桐谷","ひとみ","きりたに","ひとみ","kiritani_hitomi","桐谷ひとみ🐰《HOT DOG CAT》","2002","3877","","","1095037096744476672","💘 𝐻𝑂𝑇 𝐷𝑂𝐺 𝐶𝐴𝑇《 @HOTDOGCAT_info 》ピンク担当💘ひいちゃんって呼ばれています( ･ᴗ･ )❤︎ ┊ #アイドル界の桐谷さん ┊ SHOWROOM毎日配信中❕┊SAX🎷┊ 6/7(火)3rdシングル『全力応援キャラバン』発売💿┊",""
"HOT DOG CAT","白河","陽奈","しらかわ","ひな","_hina_shirakawa","白河陽奈🐣HOT DOG CAT","3543","6933","","","861546782798434304","@HOTDOGCAT_info のリーダー￤白担当♡￤黒髪ロング￤ぷーさん.弱ペダ.ハイキュー.食べることがすき🍣￤ライブではよく煽りやってます⋆͛📢￤ステージ上と普段の声が違う人です🫢",""
"HOT DOG CAT","黒沢","あかり","くろさわ","あかり","_Akari_kurosawa","黒沢あかり姫🎀HOTDOGCAT","7955","14816","","","967238399168937985","@HOTDOGCAT_infoの赤色担当❤152センチ黒髪ツインテール🎀世界で一番自分が大好き🪞6/7『全力応援キャラバン』CDリリースした⭐",""
"HULLABALOO","王","零々","わん","りんりん","wanrin_HLBL","王零々@7/10初ワンマン！","1064","463","","","1371021171202822146","5%の確率で髪下ろすツインテ担当@HULLABALOO_jp",""
"HULLABALOO","林檎","猫丹","ぽむ","まおたん","pom_mao_HLBL","林檎猫丹 名前は猫でもハムスター顔【HULLABALOO】","1067","986","","","1391683962477563906","🍎🐈@HULLABALOO_jp 丸顔白髪ピアス女 ＜＜てちてち ぽむまおたん なのだ ! ! #ぽむまおといっしょ ０７／１０ ファーストワンマンライブ|渋谷スターラウンジ🍚",""
"HULLABALOO","","ざらめ","","ざらめ","zarame_HLBL","ざらめ 𝐻𝑈𝐿𝐿𝐴𝐵𝐴𝐿𝑂𝑂","821","1193","","","1394167566004744194","@HULLABALOO_jp いいおんな ぎゃう 𝟏𝒔𝒕 𝑶𝑵𝑬𝑴𝑨𝑵𝑳𝑰𝑽𝑬 🏹𝟕.𝟏𝟎(𝐬𝐮𝐧) 𝐬𝐡𝐢𝐛𝐮𝐲𝐚 𝐒𝐭𝐚𝐫 𝐥𝐨𝐮𝐧𝐠𝐞 '𝐈𝐐𝟎𝟏'🤍",""
"HULLABALOO","甘音","かのん","あまね","かのん","kanon_HLBL","☁️甘音かのん☁️","3668","182","","","880911276469133312","週休7日 きゅあ戦士 あいどる@HULLABALOO_jp",""
"Human螺旋","小野寺","うみ","おのでら","うみ","UmiOnodera","小野寺うみ","756","406","","","2193607440","▶︎▶︎HUMAN螺旋🧬新メンバー小野寺うみです〜🦥🌿▶︎▶︎6/30下北沢Flower LOFTで、デビューします( ¨̮ )︎︎♡",""
"Human螺旋","本郷","える","ほんごう","える","L_Hongo_","本郷える","156","43","","","1539934574439849985","🧬HUMAN螺旋『@HUSPA_official』#ヒュースパ🧬 🌱新メンバー #本郷える です🌱6/30下北沢Flower LOFT デビューしました❕",""
"Human螺旋","日向","かほ","ひなた","かほ","run_udon","日向かほ","3455","22456","","","756485659485810689","HUMAN螺旋 🍒🍉🍎🎈💌 #ヒュースパ 6/30下北沢Flower LOFTでこの世にデビュー 【なあかほ】又は【るんちゃん】と呼んでください #日向かほ 🍲",""
"Human螺旋","遠藤","ありす","えんどう","ありす","alice811_HUSPA","遠藤ありす","1331","4652","","","807960596071092224","HUMAN螺旋新メンバー #遠藤ありす です❕6/30下北沢Flowers LOFTでデビューしました🌟",""
"Human螺旋","雨音","るあ","あまね","るあ","RuA_1105_ZP","雨音るあ","1499","12550","","","882576453048516608","🟧ヒューマン螺旋 #ヒュースパ 🟧6/30下北沢FlowerLoftにてデビュー。属性🍊DM運営管理",""
"HUSH HUSH","","ゆにぴ","","ゆにぴ","yunipi_pocopoco","ゆにぴ【HUSHHUSH】","9775","6871","","","2840123942","プロの赤ちゃん👼🏻🍼 5/14にデビューしました。よく言えばハスキーボイス 不健康ですお酒が大好き contact🎀DM",""
"HUSH HUSH","","雑炊","","ぞうすい","zousui_oo","雑炊 【HUSHHUSH】","770","294","","","1488166096201216000","【@HUSHHUSHU 】https://t.co/K96R3TpRQ1",""
