"グループ名","名字","名前","名字読み","名前読み","TwitterID","TwitterName","フォロワー数","ツイート数","認証","Twitterプロフィール"
"PrincessGarden-姫庭-","陽多","マリィ","ひだ","まりぃ","Mary_Hida","陽多マリィ☀️姫庭【1/1 3rdワンマン】","4607","31878","","@_PrincessGarden -姫庭-の青💙/#超絶まりちぃ/🎮/ https://t.co/WUygPCJxlU 🎥/ほんわかお姉さん"
"PrincessGarden-姫庭-","妃","美穂","きさき","みほ","Miho_Kisaki","妃美穂@姫庭/12/22美穂生誕祭🥩1月1日ワンマンライブ❤️‍🔥","2601","2455","","@_PrincessGarden 担当カラー 赤┊︎笑うとえくぼできます┊︎エゴサタグ→ #きさききいて フォローお願いします┊︎TikTok https://t.co/AbwkNyWibp"
"PrincessGarden-姫庭-","大月","美雨","おおつき","みう","miu_otsuki","大月美雨@姫庭1.1大手町三井ホールワンマン","10988","16992","","姫庭@_PrincessGarden超王道系ピンク 色白黒髪スーパーロングの左利きのAB型です👸https://t.co/9oTgcFs5Od 👑#いい大月美雨"
"PROTO PLOT","早見 ","あまり","はやみ","あまり","hayami_amari","早見あまり @ PROTOPLOT 11/28荒戸PEACE . 12/4Queblick","453","714","","PROTO PLOT ピンク担当 💗【 @PROTO_PLOT 】#被写体 #福岡 #アイドル 個人のお仕事依頼はDMへ💌ིྀ 基本的にDMは返せません🙅‍♀️"
"PROTO PLOT","如月","月","きさらぎ","るな","kisaragiruna_PP","💜如月 月(きさらぎ るな)🌙","2415","3635","","PROTO PLOT @PROTO_PLOT 所属♥20歳♥紫担当♥#るなだけ見ててよそ見をするな♥#るなしか見えん隊♥リプで答えが欲しい質問→#如月月は聞いてみたい♥個人的なお仕事依頼があればDMへ♥それ以外のDMは返信できません♥リンクはAmazonの欲しい物リスト"
"PROTO PLOT","八坂","桜子","やさか","さくらこ","sakurakko_ziiya","八坂 桜子🕺明日！ダンスワークショップするよ！","697","5139","","@ZIG_ZAG_BITE ｜@PROTO_PLOT｜19歳｜お笑い｜映画｜ダンス｜BL｜つかこうへい｜おじさん ⚠️関係者以外DM返信🙅🏻｜#劇団エレガント 『銀河鉄道の夜』ありがとうございました【活動】11/27 #ジグザグ大稽古会｜12/5 #大橋ソレナ 高校生WS｜#さくのゆめ #さくむーびー #さくぶたい"
"PRSMIN","朝陽","あやの","あさひ","あやの","ayano_prsm","朝陽あやの（PRSMIN）","7685","1080","","𝗣𝗥𝗦𝗠𝗜𝗡 ( @prsmin_info ) の赤色担当🍎/ゲームだいすきインドアぽっぷ人間🎮"
"PRSMIN","","シアン","","しあん","cyan_prsm","シアン(PRSMIN)","1660","470","","idol @prsmin_info パープル担当☂️コスプレイヤー"
"PRSMIN","仔羽","まゆり","こはね","まゆり","mayuri_prsm","仔羽まゆり（PRSMIN）","10607","1440","","PRSMIN 白色☁️꒰ @prsmin_info ꒱☁️頑張るからね🍼会える日🤍▶️https://t.co/agJxuXhgIQ ໒꒱"
"PRSMIN","","ももてん","","ももてん","momoten_prsm","ももてん（PRSMIN）","1310","1027","","@prsmin_info ももいろ担当、💯🍑"
"PRSMIN","三雲","なつみ","みくも","なつみ","natsumi_prsm","三雲なつみ（PRSMIN）","2954","720","","PRSMIN ( @prsmin_info ) きいろ担当☁️💛"
"PUNKY RAD PINK","","AME","","あめ","ame_PRP","AME🍭💙(PUNKY RAD PINK)","5470","30939","","大阪生まれのコミュ症、佐藤雨です。#あめ党 党員募集 @PUNKY_RAD_PINK #パラピン 青色👁24時間監視生活をYouTubeで生配信中 #24idol(https://t.co/Q6rwrFN3Ec)▲お芝居・お寿司・インスタ・TikTok▲2022年2月16日〜22日舞台あります🙊✨"
"PUNKY RAD PINK","","LULU","","るる","lulu_PRP","LULU🐸ིྀPUNKY RAD PINK #パラピン","10239","44669","","@PUNKY_RAD_PINK 橘はるか改めLULU(ルル)🐸ིྀ最年長25歳 アイドル8年目 #ルルチャンホンポ👶🏻 #ルルチャン推セルルチャン (ex.Ange☆Reve 2014-2018.3)"
"PUNKY RAD PINK","","NANAE","","ななえ","nanae_PRP","NANAE(PUNKY RAD PINK)","2103","4703","","@PUNKY_RAD_PINK のオレンジ / 愛 #PUNKIDS /ななこって呼ばれてるよ / コジコジ / 美少女戦士セーラームーン｢SHINING MOON TOKYO｣セーラーヴィーナス·愛野美奈子役 / DM事務所管理 / インスタの方がいます / ワイ関係のツイートは #ななえぺん で秒いいね❤︎"
"PUNKY RAD PINK","","NODOKA","","のどか","nodoka_PRP","NODOKA (PUNKY RAD PINK)","896","1898","","18歳 ∣ @PUNKY_RAD_PINK 最年少 ∣ 黄色担当 ∣ 髪色よく変わる子 ∣ お笑いとゲーム ∣ 今日から君も #ノドカンパニー の社員ｻﾝ？"
"PUNKY RAD PINK","","RISA","","りさ","risa_PRP","RISA ( PUNKY RAD PINK )","2341","2650","","@PUNKY_RAD_PINK の紫担当 職業天才👩🏻‍🦰💜🈂️ / 兵庫県出身 / ハンギョドンとオカザえもんが好きです / りさ推しは #おりさ組"
"PureGi(ぷれっぢ)","","ALICE","","ありす","alice620_alice","ありるん🪞🕊（ALICE💜）","306","527","","Popteen/Topteenss/ありるん🪞🕊PureGiメンバー /ALICE💜 JC1          https://t.co/gh32ngO7Om"
"PureGi(ぷれっぢ)","","KOKORO","","こころ","kokoroo_67","心(こころん)🐩💍","1716","6120","","Popteenレギュラーモデル￤ ˚*.꒰ @puregi_official ꒱.*˚💎'人事部部長'リーダー✖️パステルブルー担当💙￤VINE YARD所属 ￤2005.06.07.￤JK1￤16歳￤fanname☞ここふぁむ￤ fanmark 🐩💍 ￤"
"PureGi(ぷれっぢ)","","MOEKA","","もえか","Moe__0704","もえちゃぽ","1303","5648","","Popteenレギュラーモデル8期生＋PureGi(ぷれっぢ)スタートメンバー"
"PureGi(ぷれっぢ)","","MIYU","","みゆ","mu02051107","上田美夢(みゆまる)🧸🌙","754","3059","","・06”02.05.(15)・うえたじゃないようえだだよ💁 ・Popteen／Top teens💖🏅＋PureGi広報部🔅 VINEYARD所属(info@team-vineyard.co.jp)"
"PureGi(ぷれっぢ)","","ANN","","あん","yama_an0516","山本 杏 (あんころ)🐻💜","1050","1828","","Popteenミディアムモデル/PureGi メンバー                           中学生3年生 (15)                                           VINEYARD所属➠ info@team-vineyard.co.jp"
"QUEENS","","RIHO","","りほ","EMIRY_QUEENS","EMIRY【QUEENS】","5735","14012","","@queens_idol ブラジルと日本のクウォーター🇧🇷🐵🇯🇵 2022/01/10 大阪・梅田CLUB QUATTROで初！全国ツアーファイナル開催！ 【チケット&各種サイト】https://t.co/86TxMz5bwR"
"QUEENS","","RINA","","りな","MAHO_QUEENS","MAHO【QUEENS】","2240","6682","","( @queens_idol )の振り付けしてるマ 🔗ﾁｹｯﾄﾘﾝｸ🔗https://t.co/kcBE7OcJwF 🧬music🧬https://t.co/qgXZHQLTWu"
"QUEENS","","NANAMI","","ななみ","NANAMI_QUEENS","NANAMI【QUEENS】","3096","4819","","（@queens_idol）で作詞作曲してよく歌う人だよ️！❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥アイドルソングライター❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥"
"QUEENS","","EMIRY","","えみりー","RIHO_QUEENS","RIHO【QUEENS】","2801","8858","","北海道出身🤍ほにたんって呼ばれてます🐰りほ推しの君は'ほに担'です！私の体はピザ🍕とラーメン🍜で出来てます。クレヨンしんちゃんと占いが大好き🔮趣味探し中なので君の好きなこと教えてください💭 🗽全国ツアー中🗽 #りほのおはよう情報"
"QUEENS","","MAHO","","まほ","RINA_QUEENS","RINA【QUEENS】","2393","1298","","【@queens_idol】ハーフアップリボン🎀／ 踊とドラム。／ 9.28『REBUILD』Release ／ 10.23 全国TOUR START➣"
"QUEENS","","URUMU","","うるむ","URUMU_QUEENS","URUMU【QUEENS】","4032","10899","","緊急うるむ宣言❕❕🦧https://t.co/7sEsMqSvSF #QUEENSSCHEDULE"
"Quubi","村上","華花","むらかみ","はな","Quubi_hana","村上華花(Quubi)","845","196","","ハナって読むでえ🦊🌼見つけてくれてありがとととはーと@quubi_oインスタhttps://t.co/UKvvRCxKzs"
"Quubi","川原","みなみ","かわはな","みなみ","Quubi_minami","川原みなみ(Quubi)","2782","284","","@quubi_oにいます🦊🐾もうすぐ17歳になります嘘です【大阪】11/27.28 12/12.18.19【東京】12/4.5 1/31【名古屋】12/26 2/4.5.6 《12/12 つむみな爆誕祭inアメリカ村BEYOND》"
"Quubi","鈴猫","りさ","すずねこ","りさ","Quubi_risa","鈴猫りさ🐈【Quubi】","4237","373","","@Quubi_o ねこちゃんになっちゃった"
"Quubi","藤宮","紬","ふじみや","つむぎ","Quubi_tsumugi","藤宮紬(Quubi)","948","274","","ふじみやです。11月終わるの謎。@Quubi_o🦊🤍11/27(昼夜).28大阪、12/4.5東京、12/12大阪(つむみな生誕)、12/18大阪、12/26名古屋▫️いぬすたhttps://t.co/UO4i08wDjk"
"RALF","柚木沢","るな","ゆぎさわ","るな","_67runa_","柚木沢るな🍼RALF","725","499","","RALF(@ralf_idol)の最年少 和歌山県出身 ベイビーイエロー担当 ゆちゃんこと柚木沢(ゆぎさわ)るなです🍼💛"
"RALF","黒音","れも","くろね","れも","lemo512","黒音れも💉RALF(ラルフ)","2532","8776","","RALF(@ralf_idol )のフィリピンハーフ 🇵🇭×🇯🇵 黒音れも(くろねれも)です🩸MMORPGとAPEXが好きです 🎮 #ラルフオーディション 1位ありがとう！ インスタ18000人フォロー達成 ◎"
"RALF","水瀬","マナ","みなせ","まな","Minase__mana","水瀬マナ🦋RALF","881","668","","RALF(@ralf_idol)のゆるえちライトブルー担当🦋💙"
"RALF","望月","おんぷ","もちづき","おんぷ","mitsuki__o00","望月おんぷ@11/27 SHINJUKU LOFT LIVE","733","1048","","@ralf_idol の全力パープル担当😈💜 /もちづきじゃないよみつきだよ！！︎︎ᕷ"
"RALF","桜乃","みく","さくらの","みく","sakurano__miku","桜乃みく🐰RALF","1003","312","","🐰RALF(@ralf_idol)🐺 151cm マシュマロピンク担当 #今日のRALFセトリ"
"RASCAL CLAN","陽向","にとり","ひなた","にとり","_nitori_h","陽向にとり","869","2454","","@RASCALCLAN ⚔️💛派手髪ウルフの黄担当💛⚔️  #にとふぁむ  【北海道産｜IDOL｜DJニトリ｜舞台｜NARUTO｜少年漫画｜飲酒｜料理  #にとりめし｜なんでも屋 】#DSPMSTARS 3期生 @DearStage 歌声⇒#きょうのにとうた"
"RASCAL CLAN","一ノ瀬","いまり","いちのせ","いまり","imari_dspm","一ノ瀬いまり","561","575","","RASCAL CLAN ｜@RASCALCLAN｜みどりいろ担当🦖✳｜最年少｜いちのせいまりです｜音ゲー｜カワウソ｜#DSPMSTARS｜@DSPM2020｜2期生｜#DSPM｜#ラスクラ｜"
"RASCAL CLAN","日菜森","めぶき","ひなもり","めぶき","mebukitter","日菜森めぶき","3155","11480","","*.  日菜森へようこそ || 相棒はにゃんこのとらさん 圧倒的猫派  || RASCALCLAN👾(@RASCALCLAN) || ディア☆🌱(@dearstars_DS) ||  #DSPMSTARS || 秋葉原Dear☆Stage(@dearstage) || オリジナル曲『Start！』 *."
"RASCAL CLAN","雫月","ノア","しづき","のあ","noah_dspm","雫月ノア","704","2549","","RASCAL CLAN (@RASCALCLAN) の藍色🫐🦋￤ #DSPMSTARS (@DSPM2020) 兼任￤〘 歌 /アニメ /シナモロール /メイク /ドラム /声優やりたい 〙￤🔍ｴｺﾞｻ➤ #のあにゃんを好ころ 🎤ﾘｸｴｽﾄ➤ #うたってのあにゃん 🎧ﾗｯﾌﾟ➤ #のあにゃん韻踏んで"
"RASCAL CLAN","紘仲","音羽","ひろなか","おとは","otoha_dspm","紘仲音羽","626","1977","","Hironaka Otoha🙈🌺 /RASCAL CLAN🦊/オレンジ色🧡 /踊ることが大好きな最年少です🐣/ #おとの踊れるもんシリーズ#ラスクラ"
"RASCAL CLAN","高梨","莉子","たかなし","りこ","riko_dspm","高梨莉子","862","748","","RASCAL CLAN(@RASCALCLAN)青色担当🦊💙(ペンラは水色 #DSPMSTARS 3期生(@DSPM2020) 茨城県出身！こぎみゅんが好き☁️ ライブ中カワウソに似てるらしいから見てね！！ 直近会える日→11月3.7.8.14.17.20.21.23"
"RASCAL CLAN","関根","紬","せきね","つむぎ","tumugi_dspm","関根紬","944","3623","","RASCAL CLAN ⚔ /#ラスクラ の赤色担当/@RASCALCLAN /❤️//#DSPMSTARS 2期生⭐️/白/@DSPM2020 /🤍//つむ/愛知/三河弁/ハンギョドン/コーヒー/ゴリラ/Bリーグ/🐡//#つむほーむ/投稿してね→#つむほーむ目安箱/#つむゆるどうが / 会える→#つむにあえつむ"
"RAY","内山","結愛","うちやま","ゆうあ","__yuuaself__","内山 結愛","8356","2901","","RAY（@_RAY_world）のメンバー ❤︎ 日記 ：https://t.co/A0hld2lt02 音楽ブログ：https://t.co/d9DkdPelyr #内山結愛一日一アルバム"
"RAY","琴山","しずく","ことやま","しずく","kotoyamashizuku","琴山しずく","1213","237","","RAY @_RAY_worldのコットヤマシズク！"
"RAY","","月日","","つきひ","melt__away_","月日","6407","5658","","@_RAY_world 所属┊毎週月曜21時ラジオ https://t.co/qHZl7fUsXs┊ドキュメンタリー https://t.co/jJ23TsiuI7┊ご依頼 oshigoto.tsukihi@gmail.com"
"RAY","甲斐","莉乃","かい","まりの","norimaika","甲斐莉乃","4123","2216","","睡眠と飲酒しかできないアイドルまのことかいまりの RAYの人(@_RAY_world)✴︎🌫自称灰色担当🌫夢日記:＠norimaikaym"
"Re ;ORSA","","蒼維","","あおい","re_orsa_aoi","蒼維‎🌠Re;ORSA🍸","143","623","","@Re_ORSA🍸の あおい です🌠  空に輝く1番星✨ 2.5次元からやって来たインディゴブルー担当。陰と陽兼ね備えた武器🎶  お仕事のご依頼はDMへ。"
"Re ;ORSA","","りゅおん","","りゅおん","re_orsa_ryu_on","りゅおん🐲Re;ORSA🍾","186","1000","","破天荒奇想天外ポジティブな引きこもりこと 龍唵と申します。 だる絡みのプロ。ゲームしか勝たん。 りゅおんアイドル始めるってよ。 @Re_ORSA お仕事のご依頼は DMまで。"
"Re ;ORSA","","翔亞","","とあ","re_orsa_toA","✟翔亞✟🍸Re;ORSA🍷","188","1542","","カクテルユニット『りおるさ』✟とあ✟ よろし 闇夜に降り立つ黒色担当。漆黒✟ 幾千の時を越えて君を永遠の愛へ連れ去ろう 俺がここにいる理由は皆がいてくれるから。 翔亞とは？（哲学） 自分の人生好きに生きろ。悔いのないように 今宵も素敵な夜に誘いましょう✟🍷✟"
"Re_roll","","くるみ","","くるみ","Kurumin_Re_roll","くるみん　Re_roll","1306","1924","","上手の人です。@Re_roll_offi ex.キャプテン"
"Re_roll","","MiNO","","みの","mino_Re_roll","MiNO🍻Re_roll","6399","13200","","12月16日(木)お誕生日なのでライブします🎤@アメ村BEYOND Re_roll vo. @Re_roll_offi /ソロアイドル @mino_0818/モデル/作詞/フットワークめっちゃ軽い"
"Re_roll","","MIZuk","","みずき","MIZuKI_Re_roll","MIZukl🥁🐶 Re_roll","2130","4416","","ｴﾝﾀｰﾃｲﾅｰ 目指してます @Re_roll_offi 🥃 #Re_roll #金髪 #ドラム"
"Re_roll","","早希","","さき","saki1106AM","早希＠FAB","2585","12272","","Free Aqua Butterflyベースの早希です(,,•﹏•,,)🎸 仲良くしてね(*´ω`*) ex.Alstro Merry サポートのご依頼はDMにてお願い致します🙇‍♀️"
"Re:Clash","大浪","あずさ","おおなみ","あずさ","azusa05512259","大浪あずさ(Re:Clash/Candy☆Drops)","1110","952","","(@reclash0922) 緑色🍈 アイドルと邦ロがすき 思い出いっぱいつくろーね❕"
"Re:Clash","チノ","コトノ","ちの","ことの","ktk_chino","ᑕ̶̲̅ʜ̶̲̅Ī̶̲̅и̶̲̅Ō̶̲̅ K̶̲̅ö̶̲̅ᴛ̶̲̅Ø̶̲̅ᴋ̶̲̅ö̶̲̅","2638","4398","","ĪĐøʟ@reclash0922 Apex Splatoon Gengar ... 😈👾🔮✝️ 紫 赤髪外ﾊﾈｼｮｰﾄのﾁﾉｺﾄｺ"
"Re:Clash","叶","みゆ","かなう","みゆ","miyu97666402","叶 みゆ (Re:Clash/Candy☆Drops)","2400","755","","@reclash0922 水色🦋 19歳💙※事務所管理 https://t.co/CZIb6k2JxH"
"Re:Clash","北川","鈴奈","きたがわ","れいな","reinaaaa03140","北川鈴奈 Re:Clash/Candy☆Drops","3047","986","","@reclash0922 きたがわ れいな 18歳 (♡)"
"Re:Clash","野辺","沙也花","のべ","さやか","sayaka__0501","野辺沙也花🐰Re:Clash/Candy☆Drops","2675","4644","","@reclash0922 ピンク色˙ ˟ ˙"
"Re:Clash","織世","しづき","おりせ","しづき","shizuki_wstar","織世しづき Re:Clash/Candy☆Drops","1468","766","","@reclash0922 赤色 黒髪ロング❤︎ツインテール※事務所管理"
"Re:INCARNATION","小川","まみ","おがわ","まみ","0312mami_","小川まみ🐣","668","1511","","Re:INCARNATION(@ReINCAR77012646)岡山県出身✨🙋‍♀️ディズニーすき♡まみマニ♡"
"Re:INCARNATION","こんぽん","夏穂","こんぽん","かほ","konponkaho","こんぽん夏穂☀️リンカネ","779","2199","","世界で一番私が太陽☀️／Re:INCARNATION⏩@ReINCAR77012646／コントトリオ⏩@konponhachikai／ニコ生／TikTok／DMは事務所管理です"
"Re:INCARNATION","","のあ。","","のあ","noa_00x","のあ。🐾リンカネ","946","4215","","@ReINCAR77012646 死ぬまで一生愛でられたい人。日韓はーふ。ドラムボーカリスト。//CANDY GO!GO!サポートドラムetc.//YouTube ▷のあずちゃんねる！https://t.co/7orzbiV90M"
"Re:INCARNATION","百田","乃々香","ももた","ののか","ReINC_nonoka","百田乃々香🍑リンカネ","442","2040","","Re:INCARNATION(@ReINCAR77012646) ロックアイドル | コスプレイヤー | 栄養士 | 邦楽ロック | #ののか飯#百田食堂🍴その日の気分でリプ返する🐈TikTok▷(https://t.co/Uh2PVYj62e)"
"Re:monet","さとう","ちの","さとう","ちの","remonet_chino","さとうちの【Re:monet】","923","5935","","@remonetofficial Re:monet(リモネット)赤色🐙お仕事依頼➡︎info@infection.asia"
"Re:monet","有栖","もか","ありす","もか","remonet_moka","有栖もか【Re:monet】","549","3148","","Re:monet 青色担当❄️💙【@remonetofficial】Twitterの更新頻度鬼少ないです。12/13ラストライブ❤️‍🔥❤️‍🔥"
"Re:monet","月島","彗","つきしま","すい","remonet_sui","月島 彗 【Re:monet】","558","1171","","みどり担当、つきしま すいです。7/17デビューしました！現在髪型はボブなので胃が弱いです、全く関係ありません(´^p^`)【@remonetofficial】"
"Re:verie","吉良","ハルカ","きら","はるか","reverie_haruka","吉良ハルカ","646","3449","","Re:verie【@reverie_info】白星ホワイト🪄🤍🤍🤍 キラが必ず正義になります。Reverieに狂いなし"
"Re:verie","双葉","ひまり","ふたば","ひまり","reverie_himari","双葉ひまり","6128","424","","萌えきゅんピンク担当ポンコツあいどるです🌱🧸♡ @reverie_info ❤︎ing❤︎ https://t.co/7TRDcuWgRi ❤︎TikTok❤︎ https://t.co/p2vtyeUaur"
"Re:verie","陽向","菜友","ひなた","なゆ","reverie_nayu","陽向 菜友","8262","11289","","🌼【アイドル】@reverie_info 🌼【コンカフェ】@MeltyLily_maid 🌼舞台にもたまに出演してます🌼"
"Re:verie","あませ","りおな","あませ","りおな","reverie_riona","あませりおな","51640","31308","","アイドルプロデューサー【 Re:verie 】@reverie_info 💟むらさきいろの女神さま💟／コンカフェてんちょう【 MeltyLily 】@MeltyLily_maid／ 撮影会もグラビアもやりまふ"
"Re:verie","桃瀬","椋香","ももせ","りょうか","reverie_ryoka","桃瀬椋香","2683","16616","","【りょーか🍒】@reverie_info 天性の赤色担当 ♡歌とダンスとおいしいもの♡ まずは会いに来てね？ お仕事はグループのDMまで💭11/24 Veats Shibuya にてデビュー11/26.27.28 12/2"
"READY TO KISS","牧野","広実","まきの","ひろみ","makino_hiromi","牧野広実🌻12/17渋谷クアトロワンマン","8578","9393","","READY TO KISSの黄色です。広実の実は美しいではありません。 愛知県出身/黄色担当/金髪ボブ/アメブロとインスタもやってます。【https://t.co/u2ZdXz6Lkp】 #911ひろみんタイム 🌻お酒がすきです #牧野と乾杯 #ひろみのつまみ"
"READY TO KISS","美唯","うみ","みい","うみ","mer__umi","美唯うみ💍𝘙𝘌𝘈𝘋𝘠 𝘛𝘖 𝘒𝘐𝘚𝘚","1152","1705","","( @READYTOKISSoffi ) エメラルドグリーン担当🛸*⋆美唯(みい)うみです🍔コール名 みーみ💍青森県出身 / ハロプロとお笑いが大好き / 🐶ゲームは桃鉄と荒野行動(弱) / 絶対絶対フォローしてね😍🔥"
"READY TO KISS","佐々木","美帆","ささき","みほ","miho_sasaki0130","佐々木美帆🐬12/17渋谷クアトロワンマン","5063","7429","","レディキス青色担当🐬💙みほたん。時空がいつもゆっくり系໒꒱· ﾟ O型のO型☁︎︎*.𓈒𓂂↕️162cm/↔️55cm/♡映画🎥/♡メロンソーダ🍈/♡ピアノ🎹/♡シルバニア🐰🐻"
"READY TO KISS","如月","優衣","きさらぎ","ゆい","yuipon_kisaragi","如月優衣ぽん🍼 ℝ‌𝔼‌𝔸‌𝔻‌𝕐 𝕋‌𝕆 𝕂‌𝕀‌𝕊‌𝕊","6154","8127","","おれんじ147㌢👶🏻໒꒱·° きっと甘甘だよ💕💭https://t.co/VGB6U7pFzh"
"READY TO KISS","柚木","美桜","ゆずき","みお","yuzuki_mio531","柚木美桜🌸READY TO KISS🌸12/17渋谷クアトロワンマン","3940","9880","","READY TO KISS 148㎝、水色担当💎 みーたん、ダンス、マカロン、ディズニー、可愛いものが大好き❤️自分の力を信じて… レディキス ライブ情報➡︎@I_GET_official @READYTOKISSoffi DMは事務所管理となります"
"REBEL REBEL","","かんみーちゃん","","かんみーちゃん","mkn_rebelrebel","かんみーちゃん(REBEL REBEL)","772","3249","","REBEL REBEL（@rebelrebel_id）／#レベレベ／Can Meet Chang／完全正統派！担当／Spiritwalker所属／オレンジ担当／ツノが生えてる人／第４週火曜日定期公演"
"REBEL REBEL","","るあ","","るあ","rua_rebelrebel","るあ(REBEL REBEL)","623","4443","","REBEL REBEL（@rebelrebel_id）／#レベレベ／るあ／天国に1番近いアイドル／Spiritwalker所属／ぴんく担当／第4週火曜日定期公演"
"REBEL REBEL","","とうか","","とうか","toka_rebelrebel","とうか(REBEL REBEL）","584","3897","","REBEL REBEL（@rebelrebel_id）／#レベレベ／とうか／Spiritwalker所属／紫担当👾／永遠の反抗期／第４週火曜日定期公演"
"Rebellious","月詠","えぬ","つくよみ","うぬ","enu_rebe","月詠えぬ@Rebellious","2383","8208","","【@Rebellious0926】ねこのけすいたい紫色🐌"
"Rebellious","姫月","心優","ひづき","こころ","kokoro_rebe","姫月心優【Rebellious】","267","740","","♱ @Rebellious0926 ♱ 紅色担当 姫カットとラブレット 漫画とソシャゲとミュージカルを好みます"
"Rebellious","成瀬","れあ","なるせ","れあ","rea_rebe","成瀬れあ♔Rebellious","265","398","","《 @Rebellious0926 》＿ずっとずっと見えるところに＿次会える日1127 いんすたhttps://t.co/68PmmbkCr7"
"Rebellious","藍乃","りと","あおの","りと","rito_rebe","藍乃りと🐺【Rebellious】","263","490","","Rebellious(@Rebellious0926) 青色🐺❤︎ おいしいもの食べて、たくさん幸せになろうね➰🎶"
"RED-i","","AYARU","","あやる","AYARU_RED_i","AYARU【RED-i】12月26日渋谷DIVE1stワンマン","620","1688","","@RED_RED_RED_i の緑🐢"
"RED-i","","CONAMI","","こなみ","CONAMI_RED_i","CONAMI【RED-i】","827","1928","","💋👁〔@RED_RED_RED_i 〕/ オレンジ担当🧡 / 2000.12.5(20) / 大阪府出身(ソフト関西弁) / ショートボブ / 多趣味↪︎映画鑑賞、ダーツ、野球観戦 / #レッドアイ"
"RED-i","","ELU","","える","ELU_RED_i","ELU【RED-i】12/26渋谷DIVEワンマン","418","1479","","アイドル未経験￤最年少18歳￤左利きです￤5匹の猫と暮らしてる【 @RED_RED_RED_i 】 #レッドアイ #REDi #ELU"
"RED-i","日向","かほ","ひなた","かほ","KAHO_REDi_ZP","日向かほ【RED-i】","3220","20701","","🤍/🍲/宮崎県都城市出身/10月13日"
"RED-i","","NATSUMI","","なつみ","NATSUMI_RED_i","NATSUMI🔮【RED-i】@12月26日渋谷DIVEで1stワンマンですけども","3646","14986","","RED-i【@RED_RED_RED_i】リードボーカル💜インスタグラム↪https://t.co/asqADEVVho 7/9予定空けてください（土下座）自撮りは加工凄いですあはっあははははっ #レッドアイ"
"RED-i","","RIN","","りん","RIN_RED_i","RIN🦋【RED-i】12/26渋谷DIVE1stワンマン","2174","8162","","@RED_RED_RED_i の踊るブルー🦋❄️リーダー / ポニーテール / 大阪出身 / ラップ担当 / 好きな食べ物はサーティーワンのラブポーションサーティーワン🍨 / 出演：美少女戦士セーラームーン-SHINING MOON TOKYO- ｱﾝｻﾝﾌﾞﾙ / #レッドアイワンマン1226 #レッドアイ"
"RepiDoll","椎名","あやね","しいな","あやね","a_tan_1027","椎名あやね《RepiDoll☕️》💙","6126","4250","","RepIDoll☕の青色担当、椎名あやねです！💙production I所属💙 ✉ info@production-i.tokyo 20191215 (親管理)"
"RepiDoll","石崎","珠里","いしざき","じゅり","juri_isizaki","石崎 珠里ちゃん","4564","1480","","❤︎RepiDoll❤︎ しょうがく6ねんせい👶🏻11さい❕｢Production l所属」💌info@production-i.tokyo"
"RepiDoll","花咲","美春","はなさき","みはる","miharu46280738","花咲美春💎RepiDoll","7570","4118","","中学２年生14歳のみずいろさんᐠ 💎 ᐟアニメが好きです。꒰ @repi_doll ꒱♡ 5/1 デビュー 💎 Production I 所属 info@production-i.tokyo"
"RepiDoll","世古","乙羽","せこ","おとは","otoha_seko","世古乙羽 RepiDoll","8294","3904","","2008．1．２7 (13) 𝐓𝐢𝐤𝐓𝐨𝐤 @𝗼𝘁𝗼𝗵𝗮733𝐈𝐧𝐬𝐭𝐚𝐠𝐫𝐚𝐦 𝟳𝟯𝟴𝗼𝘁𝗼𝗵𝗮 Production I 所属 ✉️info@production-i.tokyo"
"RepiDoll","世古","恋羽","せこ","こはね","RepidollKohane","世古　恋羽♡RepiDoll♡","3607","1149","","ねっちゃん💕10歳アイドルユニット@repi_dollお仕事依頼Production I 所属 ✉️info@production-i.tokyo"
"ReverseTokyo","來栖","光伶","くるす","みせい","mirei_kurusu","來栖光伶🍊ReverseTokyo","1154","1122","","【@Reverse_Tokyo】 来栖じゃなくて來栖❕くるすみれいです❕ペールオレンジ(♯FFE6CE)担当❕喉の不調で11/24からちょっとだけ歌をおやすみしていますが歌うのとってもすきです❕いまはダンスで魅せます踊るのもだいすきです❕ライブがだいだいだいすき❕❕はわわ❕❕❕見つけてくれてありがとう❕"
"ReverseTokyo","七瀬","蘭","ななせ","らん","nanase_ran0122","七瀬蘭💙💎ReverseTokyo 27日リバスト主催28日ライブあり✨","4636","12429","","《@Reverse_Tokyo》 青色担当💙/大分出身♨/AB型/161cm 蘭のこと好きな人のことが好き♡ 黒髪ロング/癒し担当になれてたらいいな♡/ハロプロと銭湯がすき #リバスト #ReverseTokyo リプ返出来ないけど全て見てるよありがとう♡話しやすいと言われる♡蘭だけ見ててほしいな愛します"
"ReverseTokyo","西野","冬華","にしの","とうか","touka_nishino","西野 冬華🥀💜ReverseTokyo","2244","8442","","@Reverse_Tokyo見てくれてありがとーか💜ぱーぷる/歯列矯正中のため滑舌悪いです🥲/ぴちぴちピッチ/↓YouTube見てねん💋↓"
